Title,Genre,parent_genre_str,metadata,poster,year,IMDB Score,Runtime,runtime_normalized,primary_language,Premiere
arlo the alligator boy,animated musical comedy,"animation, musical, comedy","movie title is arlo the alligator boy. genre is animation, musical, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNDQ4OTExZWItMDJiZi00ZDFiLWE3ZjItMmYzZmExODlkMDk3XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,92,0.4292682926829268,english,"April 16, 2021"
"bikram: yogi, guru, predator",documentary,documentary,"movie title is bikram: yogi, guru, predator. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BNzE2NjhhNmItMTk2OS00NzI4LWE4ZTMtYWE5ZDRmZDM1NDkwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,86,0.39999999999999997,english,"November 20, 2019"
blame!,"anime, science fiction","animation, scifi","movie title is blame!. genre is animation, scifi. language is japanese.",https://m.media-amazon.com/images/M/MV5BNTgxNDI1NzgyNl5BMl5BanBnXkFtZTgwMTgzNTIzMjI@._V1_SX300.jpg,2017.0,6.7,106,0.4975609756097561,japanese,"May 20, 2017"
blue miracle,drama,drama,movie title is blue miracle. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BY2M2ZDI2OWEtNWZmMS00MzNjLWE3MjQtNDM4Yzc0ZTQyZjQ2XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,95,0.44390243902439025,english,"May 27, 2021"
"crack: cocaine, corruption & conspiracy",documentary,documentary,"movie title is crack: cocaine, corruption & conspiracy. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BMzE5NDAwZDctYzdjMi00MmZlLWIxYjktYTJlOTgxM2FmY2E5XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,89,0.4146341463414634,english,"January 11, 2021"
extraction,action,action,movie title is extraction. genre is action. language is english.,https://m.media-amazon.com/images/M/MV5BNDBhMmI3OWYtZTA2Ny00Y2RjLTliMWQtYWY5MGIwN2RlZGFjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,117,0.5512195121951219,english,"April 24, 2020"
giving voice,documentary,documentary,movie title is giving voice. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjMzNDgyNTgtYjcyZC00M2ZmLTk1YmMtZWUxNTU0YmIyY2UwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,90,0.4195121951219512,english,"December 11, 2020"
hillbilly elegy,drama,drama,movie title is hillbilly elegy. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMWY0MThlOTgtNTg5ZS00ZTlkLTg2ZjAtMDE4YzAyNjExMjFkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,117,0.5512195121951219,english,"November 24, 2020"
imperial dreams,drama,drama,movie title is imperial dreams. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNWU0OGIzMDAtNWE4MC00NGVjLWJlMDItYTczNmJiYzFkMjA5XkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.7,87,0.4048780487804878,english,"February 3, 2017"
just another christmas,comedy,comedy,movie title is just another christmas. genre is comedy. language is portuguese.,https://m.media-amazon.com/images/M/MV5BZGNjNDgxYjUtMzcxYy00N2Y5LWEwNWQtMGJjMzgzNmFmMWJhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,101,0.47317073170731705,portuguese,"December 3, 2020"
little miss sumo,documentary,documentary,movie title is little miss sumo. genre is documentary. language is japanese.,https://m.media-amazon.com/images/M/MV5BNzE3MjI5YTgtMDhiOS00MDQ0LWFkNjQtNjVjYjQ5MGQ3Mjg5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,19,0.07317073170731707,japanese,"October 28, 2019"
malcolm & marie,romantic drama,"romance, drama","movie title is malcolm & marie. genre is romance, drama. language is english.",https://m.media-amazon.com/images/M/MV5BZTc5ZDZjMzMtMDk4MC00N2NlLTg2MjAtOGI5OTcxNzZhMGNlXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,106,0.4975609756097561,english,"February 5, 2021"
"michael bolton's big, sexy, valentine's day special",variety show,other,"movie title is michael bolton's big, sexy, valentine's day special. genre is other. language is english.",https://m.media-amazon.com/images/M/MV5BMDgwZWU1ODUtMjEyNS00ZTAyLThjZWMtZTE3OTE0ZmJkNTY3XkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.7,54,0.24390243902439027,english,"February 7, 2017"
moxie,drama,drama,movie title is moxie. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZTQ0NzIzYmEtZWQyYS00NGQ3LTlkNTctNWIxODIwZTkyOTI0XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,111,0.5219512195121951,english,"March 3, 2021"
night in paradise,drama,drama,movie title is night in paradise. genre is drama. language is korean.,https://m.media-amazon.com/images/M/MV5BZWFkN2RmMjQtZDc2Yy00MDgwLTk1ZmItYjFiNGRiN2I2MWE1XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,132,0.624390243902439,korean,"April 9, 2021"
paper lives,drama,drama,movie title is paper lives. genre is drama. language is turkish.,https://m.media-amazon.com/images/M/MV5BZTQ4NjZmMzctZDUxZC00YzczLWJkYTItMDM4ZTM0OThmMjM1XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,97,0.4536585365853658,turkish,"March 12, 2021"
parchis: the documentary,documentary,documentary,movie title is parchis: the documentary. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BMWE1M2M0ZWYtNGI5Ni00ZWZkLTk3NmItOWEwNTI1ZmQxODk0XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,106,0.4975609756097561,spanish,"July 10, 2019"
tallulah,"comedy, drama","drama, comedy","movie title is tallulah. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMGNkNmVhMmYtNzE5YS00MmIwLTk5N2ItZDIzNDZmMWRlOTJhXkEyXkFqcGc@._V1_SX300.jpg,2016.0,6.7,111,0.5219512195121951,english,"July 29, 2016"
the old guard,"superhero, action",action,movie title is the old guard. genre is action. language is english.,https://m.media-amazon.com/images/M/MV5BYzMwNjVjNTEtZDVhOC00NzQzLTg0MGYtMGI1Yzc0Nzg2MjNmXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,124,0.5853658536585366,english,"July 10, 2020"
tony robbins: i am not your guru,documentary,documentary,movie title is tony robbins: i am not your guru. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMzM3NTAwMjAxMl5BMl5BanBnXkFtZTgwMjU0ODkxOTE@._V1_SX300.jpg,2016.0,6.7,116,0.5463414634146341,english,July 15. 2016
upstarts,drama,drama,movie title is upstarts. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BYWU4ZmE0YjgtMGQ0Ny00ZjE0LTliZTMtOWYwNTBkMTc1YmExXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,112,0.526829268292683,hindi,"October 18, 2019"
22 july,drama,drama,movie title is 22 july. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMWMyMmUwYTktNmNjYS00YzU2LWJmYTQtMzRiZDc3ZGY0Njk0XkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.8,144,0.6829268292682926,english,"October 10, 2018"
7 años,drama,drama,movie title is 7 años. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BMjIxODAwOTkzMF5BMl5BanBnXkFtZTcwMDcyMjA1OQ@@._V1_SX300.jpg,2016.0,6.8,76,0.35121951219512193,spanish,"October 28, 2016"
a futile and stupid gesture,"biographical, comedy","drama, comedy","movie title is a futile and stupid gesture. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTg3OTQyODAwOF5BMl5BanBnXkFtZTgwMDY1MDM0NDM@._V1_SX300.jpg,2018.0,6.8,101,0.47317073170731705,english,"January 26, 2018"
a love song for latasha,documentary,documentary,movie title is a love song for latasha. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMWJhZGM0MDktMjk4MC00YWJiLTlmNTgtMGE0NzA0Mjg5YzlkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,19,0.07317073170731707,english,"September 21, 2020"
always be my maybe,romantic comedy,"romance, comedy","movie title is always be my maybe. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BZjUxMDEzMWItN2Y2OS00ZTNmLThhYTEtZDAzYWFiMzQ0MTlkXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.8,102,0.47804878048780486,english,"May 31, 2019"
becoming,documentary,documentary,movie title is becoming. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BODg0NjU1MTYtMWJiYy00ODY5LWI2ZmEtOTMxYzMyYzRlNTc2XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,89,0.4146341463414634,english,"May 6, 2020"
calibre,thriller,thriller,movie title is calibre. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMTZhMzBmZTktNmMzOS00ZDY0LThhYWItOTMyMmVmMGM0NmU2XkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.8,101,0.47317073170731705,english,"June 29, 2018"
death to 2020,comedy,comedy,movie title is death to 2020. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BOTkzZjY3ZWEtYWEzMy00YmI0LWE5YzMtZTRiNWVmZWIwOTY2XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,70,0.32195121951219513,english,"December 27, 2020"
gims: on the record,documentary,documentary,movie title is gims: on the record. genre is documentary. language is french.,https://m.media-amazon.com/images/M/MV5BZGI5YzI4NWUtMGZkNC00NmM5LWE3MTctZGU5ZTg2N2EwZGVkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,96,0.448780487804878,french,"September 17, 2020"
heroin(e),documentary,documentary,movie title is heroin(e). genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTZlZDBmMDMtZTJhZi00YTA1LTk0OTAtYTQ4NDRhZWExZjI4XkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.8,39,0.17073170731707318,english,"September 12, 2017"
mercury 13,documentary,documentary,movie title is mercury 13. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTA0NzczNTAzNDdeQTJeQWpwZ15BbWU4MDk0NDc1MjUz._V1_SX300.jpg,2018.0,6.8,79,0.36585365853658536,english,"April 20, 2018"
saving capitalism,documentary,documentary,movie title is saving capitalism. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTgyOTkxOTc4Nl5BMl5BanBnXkFtZTgwMjAwMDAxNDM@._V1_SX300.jpg,2017.0,6.8,73,0.3365853658536585,english,"November 21, 2017"
serious men,drama,drama,movie title is serious men. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BMTM3ZTA1ODEtMTBjYi00NTk1LWJhNTctMjhlYTc5ZmZmOWZiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,114,0.5365853658536586,hindi,"October 2, 2020"
the boys in the band,drama,drama,movie title is the boys in the band. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BODFkOTU5ZDEtY2I1My00NWQyLWJmYTItZjgxZjAxZTU3MjM1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,121,0.5707317073170731,english,"September 30, 2020"
the boys in the band: something personal,"aftershow, interview",other,movie title is the boys in the band: something personal. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BYmU2ODEzN2EtYWRmZC00NmExLWI0MDUtZmVlNGIyZWMwYTFjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,28,0.11707317073170732,english,"September 30, 2020"
the life ahead,drama,drama,movie title is the life ahead. genre is drama. language is italian.,https://m.media-amazon.com/images/M/MV5BMWM2YzA3YmUtN2EwMi00OTMxLWJmMDUtZGE1MWVkYzkzZWY0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.8,95,0.44390243902439025,italian,"November 13, 2020"
the other side of the wind,drama,drama,movie title is the other side of the wind. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNDg5NTQ0NDU1Nl5BMl5BanBnXkFtZTgwMTExNzIyNjM@._V1_SX300.jpg,2018.0,6.8,122,0.5756097560975609,english,"November 2, 2018"
the trader,documentary,documentary,movie title is the trader. genre is documentary. language is georgian.,https://m.media-amazon.com/images/M/MV5BMGMxMGExMGUtNDRkYi00MjU5LWE1OWYtZjAyMGRiYjlhNDcxXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.8,23,0.09268292682926829,georgian,"February 9, 2018"
to the bone,drama,drama,movie title is to the bone. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMTU1MTQ0NDAyNV5BMl5BanBnXkFtZTgwNjQ4MjE4MjI@._V1_SX300.jpg,2017.0,6.8,107,0.5024390243902439,english,"July 14, 2017"
tony parker: the final shot,documentary,documentary,movie title is tony parker: the final shot. genre is documentary. language is french.,https://m.media-amazon.com/images/M/MV5BMjRmZDdlNjYtOThhNy00MGEzLWE0Y2YtMTc3ZGUzMTNhMmM2XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.8,98,0.4585365853658536,french,"January 6, 2021"
ak vs ak,thriller,thriller,movie title is ak vs ak. genre is thriller. language is hindi.,https://m.media-amazon.com/images/M/MV5BNGM2ZWM0NTgtZTAwMi00NzNmLTgwZmEtMzEyZTgxNTYwZDFlXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,108,0.5073170731707317,hindi,"December 24, 2020"
amanda knox,documentary,documentary,movie title is amanda knox. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTY5NjE4MTQyNF5BMl5BanBnXkFtZTgwMzg1NjEwMDI@._V1_SX300.jpg,2016.0,6.9,92,0.4292682926829268,english,"September 30, 2016"
biggie: i got a story to tell,documentary,documentary,movie title is biggie: i got a story to tell. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNmYyYzIzZTktYzBhOC00ZWNiLWE4MzAtNTlmOGIzNzE3ODBhXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.9,97,0.4536585365853658,english,"March 1, 2021"
cops and robbers,"animation, short",animation,movie title is cops and robbers. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BMTM4Mjg3OTUtYTA1NC00OTY2LWJmMWItNzQwZDBkYWZhYjllXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,7,0.014634146341463417,english,"December 28, 2020"
i don't feel at home in this world anymore,drama,drama,movie title is i don't feel at home in this world anymore. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNzgwOGYwYzktNTBiMi00ZjlkLTliNDEtZDI1ZWFlZWE0NWJiXkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.9,96,0.448780487804878,english,"February 24, 2017"
mank,biopic,drama,movie title is mank. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BOTA0NTI1ODYtZDVkMy00ZDU5LThiODgtYjEzYmNlZmUyYTg0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,132,0.624390243902439,english,"December 4, 2020"
our souls at night,romance,romance,movie title is our souls at night. genre is romance. language is english.,https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg,2017.0,6.9,103,0.48292682926829267,english,"September 29, 2017"
outlaw king,"historical, epic",drama,movie title is outlaw king. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZjI0MGZkYjItODFmZC00OWIyLTk4MDctYTIwZDZhYThhYWNlXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.9,121,0.5707317073170731,english,"November 9, 2018"
pagglait,"comedy, drama","drama, comedy","movie title is pagglait. genre is drama, comedy. language is hindi.",https://m.media-amazon.com/images/M/MV5BMzgxY2UyZmYtZjljMi00NzZiLWE1NzItYjU3NGVkMWY2ZjdhXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.9,114,0.5365853658536586,hindi,"March 26, 2021"
seeing allred,documentary,documentary,movie title is seeing allred. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjI4NTA3NDgyNV5BMl5BanBnXkFtZTgwNDA3NDg1NDM@._V1_SX300.jpg,2018.0,6.9,95,0.44390243902439025,english,"February 9, 2018"
spelling the dream,documentary,documentary,movie title is spelling the dream. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BN2M0MmQ0Y2MtZDhkYy00MjhjLTkyZDMtNDczYTQzNmE0N2QxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,83,0.3853658536585366,english,"June 3, 2020"
the claudia kishi club,documentary,documentary,movie title is the claudia kishi club. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjVhMzc3ZWEtNGFhOS00MDEwLWE3ZWQtYTgzODg4Y2M3ZDc3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,17,0.06341463414634146,english,"July 10, 2020"
the half of it,romance,romance,movie title is the half of it. genre is romance. language is english.,https://m.media-amazon.com/images/M/MV5BN2Y0NWUzNmEtMDM4My00ODQyLTg1NGItOGViYjg0MzNlYTQwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.9,105,0.4926829268292683,english,"May 1, 2020"
the highwaymen,crime drama,drama,movie title is the highwaymen. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BYjIyNzBjNDktYjhlZS00MDk5LTg3OTctNDkwMTFlNmJhN2FlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.9,131,0.6195121951219512,english,"March 29, 2019"
feminists: what were they thinking?,documentary,documentary,movie title is feminists: what were they thinking?. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOWM4MDFiMTgtMGQwNS00MTMyLWJkMmMtMTNjNGY5MWY1Njc1XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.0,86,0.39999999999999997,english,"October 12, 2018"
gaga: five foot two,documentary,documentary,movie title is gaga: five foot two. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTUzNzAxNTM0MV5BMl5BanBnXkFtZTgwODE1NzMzMzI@._V1_SX300.jpg,2017.0,7.0,100,0.46829268292682924,english,"September 22, 2017"
kingdom of us,documentary,documentary,movie title is kingdom of us. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTAyNTYxMTEyMzVeQTJeQWpwZ15BbWU4MDIxNTI0NTMy._V1_SX300.jpg,2017.0,7.0,109,0.5121951219512195,english,"October 13, 2017"
"lorena, light-footed woman",documentary,documentary,"movie title is lorena, light-footed woman. genre is documentary. language is spanish.",https://m.media-amazon.com/images/M/MV5BNzJiZjQzYTQtNWVkMi00MjJhLTgyNTktOTg1ZmU0NzU4ZTc2XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,28,0.11707317073170732,spanish,"November 20, 2019"
los tigres del norte at folsom prison,documentary,documentary,movie title is los tigres del norte at folsom prison. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BMjlhNzI2MmMtNGQ3Yi00ZTViLTg4YTUtODU3YWMwNTM1YWM3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,64,0.2926829268292683,spanish,"September 15, 2019"
ma rainey's black bottom,drama,drama,movie title is ma rainey's black bottom. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BOWIzMTAyZGMtZTIzZi00YTc4LTlmNGEtMzMxYTgzYWM5ODM3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.0,94,0.43902439024390244,english,"December 18, 2020"
remastered: devil at the crossroads,documentary,documentary,movie title is remastered: devil at the crossroads. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMDQ4MGU5MjQtZTNhZi00NDBlLTk4MjctNDEyM2FiMGFjYjU3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,48,0.2146341463414634,english,"April 26, 2019"
remastered: the lion's share,documentary,documentary,movie title is remastered: the lion's share. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWMxODI3MjgtOTY1NS00N2M5LTliYWMtZjEyODA5MzBmMGNhXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,84,0.39024390243902435,english,"May 17, 2019"
remastered: the miami showband massacre,documentary,documentary,movie title is remastered: the miami showband massacre. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYzQwNWMxODUtYzZiMi00MjYyLTkxMzEtOTgzZjMzMzY5OGRiXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,70,0.32195121951219513,english,"March 22, 2019"
resurface,documentary,documentary,movie title is resurface. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BN2I3ZWYzMjAtZTU2Yy00MzNlLTg5OGQtYjdlMzFmNTBhMjFjXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.0,27,0.11219512195121951,english,"September 1, 2017"
rocko's modern life: static cling,"animation, comedy","animation, comedy","movie title is rocko's modern life: static cling. genre is animation, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BZjBjY2QyNzYtMjVlOC00NWQwLWE2N2EtZDY1OGRmMmI1ZTA4XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,45,0.2,english,"August 9, 2019"
rose island,comedy,comedy,movie title is rose island. genre is comedy. language is italian.,https://m.media-amazon.com/images/M/MV5BMDhlODJjMTMtYTg1NS00ZjE1LTg4NGEtNmM2YWM5M2I4MjQ2XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.0,117,0.5512195121951219,italian,"December 9, 2020"
the christmas chronicles,"christmas, fantasy, adventure, comedy","fantasy, adventure, family, comedy","movie title is the christmas chronicles. genre is fantasy, adventure, family, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNTA3NjU3OTM2MV5BMl5BanBnXkFtZTgwNjQ2MzE1NjM@._V1_SX300.jpg,2018.0,7.0,104,0.4878048780487805,english,"November 22, 2018"
the dirt,biopic,drama,movie title is the dirt. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZmRjZWUzMWEtNWNmNC00YjBlLTliOTUtY2I1Y2JkZjQ4NmViXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.0,108,0.5073170731707317,english,"March 22, 2019"
the night comes for us,"action, thriller","thriller, action","movie title is the night comes for us. genre is thriller, action. language is indonesian.",https://m.media-amazon.com/images/M/MV5BMWFmYmE4MmEtNjgxNy00NjE1LWFmNzItNGRiMDJjYmFmZDU2XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.0,121,0.5707317073170731,indonesian,"October 19, 2018"
angela's christmas,animation,animation,movie title is angela's christmas. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BNDQ1MTgyMWEtMGYzYi00MWU5LTlhYjQtYjA0MjQwMzY4M2FlXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.1,30,0.12682926829268293,english,"November 30, 2018"
angela's christmas wish,animation,animation,movie title is angela's christmas wish. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BODJiODU0NzQtZjA2NC00NWQyLWE3MmYtOGI1MTRlNGZhODQ3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.1,47,0.20975609756097563,english,"December 1, 2020"
beats,drama,drama,movie title is beats. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMDZlYjg2MDQtNmQzYi00ZDFmLWJjY2MtNDA1MmZkZWEyMGI4XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.1,110,0.5170731707317073,english,"June 19, 2019"
circus of books,documentary,documentary,movie title is circus of books. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNjQ4MTZhNjMtZjE2My00ZjA5LTg5NjctYWQ1YjA4N2UxMTkwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.1,92,0.4292682926829268,english,"April 22, 2020"
dance dreams: hot chocolate nutcracker,documentary,documentary,movie title is dance dreams: hot chocolate nutcracker. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYzdhNmMzZjctOWQzYi00ZTVkLTkyMGMtMWViOTJkMzQwOTAyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.1,80,0.37073170731707317,english,"November 27, 2020"
derren brown: sacrifice,mentalism special,other,movie title is derren brown: sacrifice. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMjExMTQzMjQxMV5BMl5BanBnXkFtZTgwMTIzNzU1NjM@._V1_SX300.jpg,2018.0,7.1,49,0.21951219512195122,english,"October 19, 2018"
el pepe: a supreme life,documentary,documentary,movie title is el pepe: a supreme life. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BNjhhODk3YjEtOGRiZS00MGMzLTlmNjktZjI4MWI0NTg2NmY0XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.1,73,0.3365853658536585,spanish,"December 27, 2019"
end game,documentary,documentary,movie title is end game. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOGZlMmFhOTctYzJmZS00ZWI3LThkZjMtNWQ3YjAzOTUyNmI2XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.1,40,0.175609756097561,english,"May 4, 2018"
evelyn,documentary,documentary,movie title is evelyn. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTYwNjUwNTkxOF5BMl5BanBnXkFtZTYwMzA1MDg5._V1_SX300.jpg,2019.0,7.1,96,0.448780487804878,english,"September 10, 2019"
ferry,crime drama,drama,movie title is ferry. genre is drama. language is dutch.,https://m.media-amazon.com/images/M/MV5BNDk3NmM2ODQtM2MxMi00YzUwLTg4ZTYtNGEwMzk3ZjNmOTlmXkEyXkFqcGc@._V1_SX300.jpg,2021.0,7.1,106,0.4975609756097561,dutch,"May 14, 2021"
grass is greener,documentary,documentary,movie title is grass is greener. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjk4YTdiYjItYjU4Yi00ZGMzLTllYjktYTVlZGZmNjcyYzk0XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.1,97,0.4536585365853658,english,"April 20, 2019"
joshua: teenager vs. superpower,documentary,documentary,movie title is joshua: teenager vs. superpower. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMzhmMmU3NjAtM2YyZi00ZWEyLWI3NGItMjRmOGVlYWI2NDBjXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.1,78,0.36097560975609755,english,"May 26, 2017"
keith richards: under the influence,documentary,documentary,movie title is keith richards: under the influence. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTc2MDE0ODg3MV5BMl5BanBnXkFtZTgwOTAxOTU3NjE@._V1_SX300.jpg,2015.0,7.1,81,0.375609756097561,english,"September 18, 2015"
knock down the house,documentary,documentary,movie title is knock down the house. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNzZmZjhiMzItZDk5NC00Y2U3LTkzOGQtZjJjMWM2MmViZDBiXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.1,87,0.4048780487804878,english,"May 1, 2019"
loudon wainwright iii: surviving twin,"one, man show",other,movie title is loudon wainwright iii: surviving twin. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMTg1MTYxMTQzNV5BMl5BanBnXkFtZTgwNjg4NzY2NjM@._V1_SX300.jpg,2018.0,7.1,91,0.424390243902439,english,"November 13, 2018"
my beautiful broken brain,documentary,documentary,movie title is my beautiful broken brain. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTEzMDM3OTkxNzBeQTJeQWpwZ15BbWU4MDQ4MDg3NDQx._V1_SX300.jpg,2016.0,7.1,91,0.424390243902439,english,"March 18, 2016"
